Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
La Rioja,19955,1400,1300,NA,22655,21095,93.1,NA,8449,2021-02-15,319914,0.026410222747363352
Melilla,3150,400,400,NA,3950,2822,71.4,NA,1084,2021-02-15,87076,0.012448895217970508
País Vasco,107460,7900,9100,NA,124460,97787,78.6,NA,41483,2021-02-15,2220504,0.0186817947637113
Principado de Asturias,83975,6300,4200,NA,94475,80484,85.2,NA,33466,2021-02-15,1018784,0.03284896504067594
Región de Murcia,87305,6600,6200,NA,100105,90378,90.3,NA,37453,2021-02-15,1511251,0.024782779300063326
Andalucía,475110,36300,34500,NA,545910,468983,85.9,NA,194477,2021-02-16,8464411,0.022975845572716164
Aragón,81045,6300,5400,NA,92745,93512,100.8,NA,37628,2021-02-16,1329391,0.02830468989183769
Cantabria,39345,2900,2400,NA,44645,43214,96.8,NA,19000,2021-02-16,582905,0.03259536288074386
Castilla y León,177555,13500,9800,NA,200855,190381,94.8,NA,80091,2021-02-16,2394918,0.033442063569608646
Castilla-La Mancha,120375,9200,8300,NA,137875,129772,94.1,NA,52826,2021-02-16,2045221,0.025828993541529253
Cataluña,410120,31400,31800,NA,473320,416165,87.9,NA,166104,2021-02-16,7780479,0.02134881412828182
Ceuta,4320,400,400,NA,5120,3759,73.4,NA,969,2021-02-16,84202,0.011508040189069143
Comunidad de Madrid,333375,25400,27700,NA,386475,346408,89.6,NA,156682,2021-02-16,6779888,0.023109821283183438
Comunidad Foral de Navarra,39345,2900,2700,NA,44945,41235,91.7,NA,16062,2021-02-16,661197,0.024292306226434784
Comunidad Valenciana,207280,15700,20600,NA,243580,224560,92.2,NA,95559,2021-02-16,5057353,0.018895062298399972
Extremadura,74375,5400,4300,NA,84075,80044,95.2,NA,32353,2021-02-16,1063987,0.030407326405303824
Galicia,128815,9800,11000,NA,149615,137656,92,NA,57383,2021-02-16,2701819,0.021238654402830095
Islas Baleares,42480,3200,4800,NA,50480,44573,88.3,NA,19025,2021-02-16,1171543,0.016239267359371357
Islas Canarias,93570,7000,8900,NA,109470,106747,97.5,NA,44120,2021-02-16,2175952,0.020276182562850652
La Rioja,19955,1400,1300,NA,22655,21676,95.7,NA,8523,2021-02-16,319914,0.026641534912507737
Melilla,3150,400,400,NA,3950,3070,77.7,NA,1252,2021-02-16,87076,0.014378244292342322
País Vasco,107460,7900,9100,NA,124460,98289,79,NA,41758,2021-02-16,2220504,0.01880564052125103
Principado de Asturias,83975,6300,4200,NA,94475,81941,86.7,NA,34140,2021-02-16,1018784,0.033510538053208534
Región de Murcia,87305,6600,6200,NA,100105,92527,92.4,NA,38970,2021-02-16,1511251,0.025786583433195412
Andalucía,568710,36300,74500,NA,679510,485673,71.5,NA,198314,2021-02-17,8464411,0.023429155318663047
Aragón,96255,6300,11700,NA,114255,96987,84.9,NA,39674,2021-02-17,1329391,0.029843740479663244
Cantabria,47535,2900,5100,NA,55535,43913,79.1,NA,19062,2021-02-17,582905,0.03270172669645997
Castilla y León,211485,13500,21100,NA,246085,196196,79.7,NA,81422,2021-02-17,2394918,0.03399782372507117
Castilla-La Mancha,143775,9200,18000,NA,170975,132722,77.6,NA,55447,2021-02-17,2045221,0.027110517640880863
Cataluña,489680,31400,68600,NA,589680,427525,72.5,NA,168254,2021-02-17,7780479,0.021625146729398022
Ceuta,4320,400,800,NA,5520,4111,74.5,NA,969,2021-02-17,84202,0.011508040189069143
Comunidad de Madrid,398895,25400,59800,NA,484095,354258,73.2,NA,160202,2021-02-17,6779888,0.023629003900949398
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,42492,77.2,NA,16873,2021-02-17,661197,0.025518869565348906
Comunidad Valenciana,247060,15700,44500,NA,307260,228180,74.3,NA,96040,2021-02-17,5057353,0.018990171340620282
Extremadura,88415,5400,9300,NA,103115,82086,79.6,NA,33415,2021-02-17,1063987,0.031405458901283566
Galicia,153385,9800,23800,NA,186985,138601,74.1,NA,57397,2021-02-17,2701819,0.021243836097088666
Islas Baleares,49500,3200,10300,NA,63000,45348,72,NA,19361,2021-02-17,1171543,0.016526068612078258
Islas Canarias,111120,7000,19200,NA,137320,109051,79.4,NA,45239,2021-02-17,2175952,0.020790440230299197
La Rioja,23465,1400,2800,NA,27665,22032,79.6,NA,8529,2021-02-17,319914,0.026660289952924847
Melilla,3150,400,800,NA,4350,3302,75.9,NA,1254,2021-02-17,87076,0.014401212733703891
País Vasco,127350,7900,19600,NA,154850,101147,65.3,NA,43281,2021-02-17,2220504,0.019491520843916515
Principado de Asturias,98015,6300,9000,NA,113315,83128,73.4,NA,34568,2021-02-17,1018784,0.033930646731790054
Región de Murcia,103685,6600,13300,NA,123585,93705,75.8,NA,39879,2021-02-17,1511251,0.026388071868935076
Andalucía,568710,36300,74500,NA,679510,506973,74.6,NA,202631,2021-02-18,8464411,0.023939173085994997
Aragón,96255,6300,11700,NA,114255,101956,89.2,NA,40945,2021-02-18,1329391,0.03079981735997912
Cantabria,47535,2900,5100,NA,55535,44700,80.5,NA,19118,2021-02-18,582905,0.032797797239687426
Castilla y León,211485,13500,21100,NA,246085,202462,82.3,NA,83192,2021-02-18,2394918,0.0347368886951453
Castilla-La Mancha,143775,9200,18000,NA,170975,137438,80.4,NA,58335,2021-02-18,2045221,0.028522589979273632
Cataluña,489680,31400,68600,NA,589680,443181,75.2,NA,170429,2021-02-18,7780479,0.02190469250029465
Ceuta,4320,400,800,NA,5520,4434,80.3,NA,1019,2021-02-18,84202,0.012101850312344125
Comunidad de Madrid,398895,25400,59800,NA,484095,364384,75.3,NA,163768,2021-02-18,6779888,0.024154971291561158
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,43893,79.7,NA,17700,2021-02-18,661197,0.02676963144115899
Comunidad Valenciana,247060,15700,44500,NA,307260,233828,76.1,NA,96724,2021-02-18,5057353,0.019125419957831697
Extremadura,88415,5400,9300,NA,103115,85553,83,NA,35477,2021-02-18,1063987,0.03334345250458887
Galicia,153385,9800,23800,NA,186985,142844,76.4,NA,57531,2021-02-18,2701819,0.021293432313563565
Islas Baleares,49500,3200,10300,NA,63000,46824,74.3,NA,19906,2021-02-18,1171543,0.016991267072570107
Islas Canarias,111120,7000,19200,NA,137320,111897,81.5,NA,46799,2021-02-18,2175952,0.021507367809584035
La Rioja,23465,1400,2800,NA,27665,22749,82.2,NA,8812,2021-02-18,319914,0.027544902692598634
Melilla,3150,400,800,NA,4350,3404,78.3,NA,1255,2021-02-18,87076,0.014412696954384675
País Vasco,127350,7900,19600,NA,154850,104091,67.2,NA,43642,2021-02-18,2220504,0.019654096547450487
Principado de Asturias,98015,6300,9000,NA,113315,85458,75.4,NA,35251,2021-02-18,1018784,0.03460105380532085
Región de Murcia,103685,6600,13300,NA,123585,96682,78.2,NA,42022,2021-02-18,1511251,0.027806102361553443
Andalucía,568710,36300,74500,NA,679510,561803,82.7,NA,208721,2021-02-19,8464411,0.02465865610731804
Aragón,96255,6300,11700,NA,114255,106629,93.3,NA,42429,2021-02-19,1329391,0.031916117981842816
Cantabria,47535,2900,5100,NA,55535,45835,82.5,NA,19376,2021-02-19,582905,0.033240407956699636
Castilla y León,211485,13500,21100,NA,246085,208907,84.9,NA,84052,2021-02-19,2394918,0.03509598240941861
Castilla-La Mancha,143775,9200,18000,NA,170975,140140,82,NA,59845,2021-02-19,2045221,0.029260896499693677
Cataluña,489680,31400,68600,NA,589680,465569,79,NA,176286,2021-02-19,7780479,0.022657473916451672
Ceuta,4320,400,800,NA,5520,4695,85.1,NA,1086,2021-02-19,84202,0.0128975558775326
Comunidad de Madrid,398895,25400,59800,NA,484095,372775,77,NA,166475,2021-02-19,6779888,0.024554240424030604
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,45364,82.4,NA,18445,2021-02-19,661197,0.027896375815377263
Comunidad Valenciana,247060,15700,44500,NA,307260,254502,82.8,NA,97384,2021-02-19,5057353,0.019255923009526922
Extremadura,88415,5400,9300,NA,103115,89067,86.4,NA,36485,2021-02-19,1063987,0.034290832500773034
Galicia,153385,9800,23800,NA,186985,149893,80.2,NA,57611,2021-02-19,2701819,0.02132304199504112
Islas Baleares,49500,3200,10300,NA,63000,50921,80.8,NA,20499,2021-02-19,1171543,0.017497437140591512
Islas Canarias,111120,7000,19200,NA,137320,115542,84.1,NA,48759,2021-02-19,2175952,0.02240812297330088
La Rioja,23465,1400,2800,NA,27665,23349,84.4,NA,8848,2021-02-19,319914,0.027657432935101308
Melilla,3150,400,800,NA,4350,3725,85.6,NA,1255,2021-02-19,87076,0.014412696954384675
País Vasco,127350,7900,19600,NA,154850,107391,69.4,NA,43919,2021-02-19,2220504,0.01977884300140869
Principado de Asturias,98015,6300,9000,NA,113315,90123,79.5,NA,36392,2021-02-19,1018784,0.035721016427427206
Región de Murcia,103685,6600,13300,NA,123585,99781,80.7,NA,43159,2021-02-19,1511251,0.028558459183815263
Andalucía,568710,36300,74500,NA,679510,607552,89.4,NA,215070,2021-02-22,8464411,0.025408737831846776
Aragón,96255,6300,11700,NA,114255,109318,95.7,NA,42860,2021-02-22,1329391,0.03224032658563207
Cantabria,47535,2900,5100,NA,55535,48023,86.5,NA,19810,2021-02-22,582905,0.03398495466671241
Castilla y León,211485,13500,21100,NA,246085,218252,88.7,NA,85608,2021-02-22,2394918,0.03574569150175497
Castilla-La Mancha,143775,9200,18000,NA,170975,143344,83.8,NA,61612,2021-02-22,2045221,0.03012486181199978
Cataluña,489680,31400,68600,NA,589680,490411,83.2,NA,180096,2021-02-22,7780479,0.02314716099098783
Ceuta,4320,400,800,NA,5520,5209,94.4,NA,1086,2021-02-22,84202,0.0128975558775326
Comunidad de Madrid,398895,25400,59800,NA,484095,378839,78.3,NA,168697,2021-02-22,6779888,0.024881974451495363
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,47557,86.4,NA,19341,2021-02-22,661197,0.029251493881551186
Comunidad Valenciana,247060,15700,44500,NA,307260,270007,87.9,NA,98606,2021-02-22,5057353,0.019497551387059595
Extremadura,88415,5400,9300,NA,103115,92842,90,NA,37889,2021-02-22,1063987,0.03561039749545812
Galicia,153385,9800,23800,NA,186985,163143,87.2,NA,57862,2021-02-22,2701819,0.02141594237067694
Islas Baleares,49500,3200,10300,NA,63000,52721,83.7,NA,20549,2021-02-22,1171543,0.0175401158984348
Islas Canarias,111120,7000,19200,NA,137320,119426,87,NA,49752,2021-02-22,2175952,0.022864474951653346
La Rioja,23465,1400,2800,NA,27665,24189,87.4,NA,9112,2021-02-22,319914,0.02848265471345424
Melilla,3150,400,800,NA,4350,4094,94.1,NA,1262,2021-02-22,87076,0.014493086499150168
País Vasco,127350,7900,19600,NA,154850,112681,72.8,NA,44558,2021-02-22,2220504,0.020066615507110096
Principado de Asturias,98015,6300,9000,NA,113315,96325,85,NA,37645,2021-02-22,1018784,0.03695091403084461
Región de Murcia,103685,6600,13300,NA,123585,106418,86.1,NA,45646,2021-02-22,1511251,0.030204115663116187
Andalucía,568710,36300,74500,NA,679510,626659,92.2,NA,216617,2021-02-23,8464411,0.025591503059102398
Aragón,96255,6300,11700,NA,114255,111067,97.2,NA,43705,2021-02-23,1329391,0.0328759559828523
Cantabria,47535,2900,5100,NA,55535,48935,88.1,NA,19854,2021-02-23,582905,0.034060438664962556
Castilla y León,211485,13500,21100,NA,246085,223034,90.6,NA,86452,2021-02-23,2394918,0.036098104402739466
Castilla-La Mancha,143775,9200,18000,NA,170975,146212,85.5,NA,63205,2021-02-23,2045221,0.03090375074380715
Cataluña,489680,31400,68600,NA,589680,504270,85.5,NA,181835,2021-02-23,7780479,0.02337066908091391
Ceuta,4320,400,800,NA,5520,5526,100.1,NA,1087,2021-02-23,84202,0.0129094320799981
Comunidad de Madrid,398895,25400,59800,NA,484095,382180,78.9,NA,169765,2021-02-23,6779888,0.025039499177567533
Comunidad Foral de Navarra,46365,2900,5800,NA,55065,51816,94.1,NA,20090,2021-02-23,661197,0.03038428788999345
Comunidad Valenciana,247060,15700,44500,NA,307260,273978,89.2,NA,99045,2021-02-23,5057353,0.01958435568962657
Extremadura,88415,5400,9300,NA,103115,94462,91.6,NA,38029,2021-02-23,1063987,0.0357419780504837
Galicia,153385,9800,23800,NA,186985,170544,91.2,NA,58052,2021-02-23,2701819,0.021486265364186127
Islas Baleares,49500,3200,10300,NA,63000,52801,83.8,NA,20560,2021-02-23,1171543,0.017549505225160324
Islas Canarias,111120,7000,19200,NA,137320,122304,89.1,NA,49926,2021-02-23,2175952,0.02294443995088127
La Rioja,23465,1400,2800,NA,27665,24905,90,NA,9193,2021-02-23,319914,0.028735847759085255
Melilla,3150,400,800,NA,4350,4095,94.1,NA,1262,2021-02-23,87076,0.014493086499150168
País Vasco,127350,7900,19600,NA,154850,114568,74,NA,44902,2021-02-23,2220504,0.02022153529108707
Principado de Asturias,98015,6300,9000,NA,113315,99545,87.8,NA,37949,2021-02-23,1018784,0.037249308980117475
Región de Murcia,103685,6600,13300,NA,123585,108290,87.6,NA,46777,2021-02-23,1511251,0.030952502264680055
Andalucía,662310,36300,144200,NA,842810,653919,77.6,NA,218967,2021-02-24,8464411,0.02586913608046679
Aragón,112635,6300,22600,NA,141535,115419,81.5,NA,44195,2021-02-24,1329391,0.033244545810826164
Cantabria,55725,2900,9900,NA,68525,51298,74.9,NA,19963,2021-02-24,582905,0.03424743311517314
Castilla y León,246585,13500,40800,NA,300885,229483,76.3,NA,87344,2021-02-24,2394918,0.03647055974359038
Castilla-La Mancha,167175,9200,34800,NA,211175,150359,71.2,NA,64920,2021-02-24,2045221,0.03174229093090673
Cataluña,570410,31400,132700,NA,734510,531016,72.3,NA,183354,2021-02-24,7780479,0.023565901276772293
Ceuta,4320,400,1500,NA,6220,5705,91.7,NA,1087,2021-02-24,84202,0.0129094320799981
Comunidad de Madrid,464415,25400,115600,NA,605415,385692,63.7,NA,170589,2021-02-24,6779888,0.025161035108544567
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,53145,76.1,NA,20422,2021-02-24,661197,0.03088640753058468
Comunidad Valenciana,288010,15700,86200,NA,389910,286962,73.6,NA,100209,2021-02-24,5057353,0.019814515617161785
Extremadura,102455,5400,18100,NA,125955,98839,78.5,NA,38366,2021-02-24,1063987,0.03605871124365241
Galicia,179125,9800,46100,NA,235025,179141,76.2,NA,58239,2021-02-24,2701819,0.02155547799463991
Islas Baleares,56520,3200,19900,NA,79620,54156,68,NA,20576,2021-02-24,1171543,0.017563162427670174
Islas Canarias,129840,7000,37100,NA,173940,127794,73.5,NA,50067,2021-02-24,2175952,0.023009239174393552
La Rioja,28145,1400,5400,NA,34945,25411,72.7,NA,9193,2021-02-24,319914,0.028735847759085255
Melilla,3150,400,1500,NA,5050,4334,85.8,NA,1266,2021-02-24,87076,0.014539023381873305
País Vasco,148410,7900,37900,NA,194210,117427,60.5,NA,45475,2021-02-24,2220504,0.02047958481497894
Principado de Asturias,112055,6300,17400,NA,135755,104014,76.6,NA,38423,2021-02-24,1018784,0.03771456952602318
Región de Murcia,121235,6600,25700,NA,153535,110564,72,NA,48528,2021-02-24,1511251,0.03211114500503225
Andalucía,662310,36300,144200,NA,842810,688093,81.6,NA,221557,2021-02-25,8464411,0.026175123112523718
Aragón,112635,6300,22600,NA,141535,120420,85.1,NA,44734,2021-02-25,1329391,0.03364999462159741
Cantabria,55725,2900,9900,NA,68525,53706,78.4,NA,20018,2021-02-25,582905,0.03434178811298582
Castilla y León,246585,13500,40800,NA,300885,236901,78.7,NA,88071,2021-02-25,2394918,0.03677411919740049
Castilla-La Mancha,167175,9200,34800,NA,211175,154252,73,NA,65766,2021-02-25,2045221,0.03215593816022816
Cataluña,570410,31400,132700,NA,734510,572114,77.9,NA,184380,2021-02-25,7780479,0.02369776976456077
Ceuta,4320,400,1500,NA,6220,5956,95.8,NA,1090,2021-02-25,84202,0.012945060687394599
Comunidad de Madrid,464415,25400,115600,NA,605415,392366,64.8,NA,171359,2021-02-25,6779888,0.02527460630618087
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,55427,79.4,NA,20842,2021-02-25,661197,0.03152161912410371
Comunidad Valenciana,288010,15700,86200,NA,389910,301372,77.3,NA,100793,2021-02-25,5057353,0.019929991044722407
Extremadura,102455,5400,18100,NA,125955,102762,81.6,NA,38511,2021-02-25,1063987,0.03619499110421462
Galicia,179125,9800,46100,NA,235025,189969,80.8,NA,58354,2021-02-25,2701819,0.02159804191176389
Islas Baleares,56520,3200,19900,NA,79620,55834,70.1,NA,20975,2021-02-25,1171543,0.01790373891525962
Islas Canarias,129840,7000,37100,NA,173940,133624,76.8,NA,51123,2021-02-25,2175952,0.02349454399729406
La Rioja,28145,1400,5400,NA,34945,25917,74.2,NA,9204,2021-02-25,319914,0.02877023199984996
Melilla,3150,400,1500,NA,5050,4557,90.2,NA,1266,2021-02-25,87076,0.014539023381873305
País Vasco,148410,7900,37900,NA,194210,119747,61.7,NA,45667,2021-02-25,2220504,0.020566051671152136
Principado de Asturias,112055,6300,17400,NA,135755,109192,80.4,NA,38716,2021-02-25,1018784,0.03800216728963156
Región de Murcia,121235,6600,25700,NA,153535,113949,74.2,NA,49356,2021-02-25,1511251,0.03265903546134957
Andalucía,662310,36300,144200,NA,842810,724385,85.9,NA,225068,2021-02-26,8464411,0.026589918660613242
Aragón,112635,6300,22600,NA,141535,126328,89.3,NA,45931,2021-02-26,1329391,0.03455040691564784
Cantabria,55725,2900,9900,NA,68525,56389,82.3,NA,20346,2021-02-26,582905,0.03490448700903235
Castilla y León,246585,13500,40800,NA,300885,245671,81.6,NA,88792,2021-02-26,2394918,0.0370751733462273
Castilla-La Mancha,167175,9200,34800,NA,211175,160235,75.9,NA,66945,2021-02-26,2045221,0.0327324039798144
Cataluña,570410,31400,132700,NA,734510,614048,83.6,NA,186268,2021-02-26,7780479,0.02394042834637816
Ceuta,4320,400,1500,NA,6220,6272,100.8,NA,1136,2021-02-26,84202,0.013491366000807583
Comunidad de Madrid,464415,25400,115600,NA,605415,417627,69,NA,171781,2021-02-26,6779888,0.025336849222288037
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,57034,81.7,NA,21274,2021-02-26,661197,0.03217497962029471
Comunidad Valenciana,288010,15700,86200,NA,389910,313175,80.3,NA,101330,2021-02-26,5057353,0.02003617307314716
Extremadura,102455,5400,18100,NA,125955,107200,85.1,NA,38608,2021-02-26,1063987,0.036286157631625196
Galicia,179125,9800,46100,NA,235025,200432,85.3,NA,58689,2021-02-26,2701819,0.02172203245295114
Islas Baleares,56520,3200,19900,NA,79620,57292,72,NA,21124,2021-02-26,1171543,0.01803092161363262
Islas Canarias,129840,7000,37100,NA,173940,138557,79.7,NA,51231,2021-02-26,2175952,0.0235441774450907
La Rioja,28145,1400,5400,NA,34945,26699,76.4,NA,9205,2021-02-26,319914,0.028773357839919477
Melilla,3150,400,1500,NA,5050,4710,93.3,NA,1267,2021-02-26,87076,0.01455050760255409
País Vasco,148410,7900,37900,NA,194210,122558,63.1,NA,46157,2021-02-26,2220504,0.020786722293677472
Principado de Asturias,112055,6300,17400,NA,135755,109192,80.4,NA,38716,2021-02-26,1018784,0.03800216728963156
Región de Murcia,121235,6600,25700,NA,153535,117831,76.7,NA,49915,2021-02-26,1511251,0.03302892768970873
Andalucía,662310,36300,144200,NA,842810,769899,91.3,NA,228739,2021-03-01,8464411,0.02702361688249779
Aragón,112635,6300,22600,NA,141535,130122,91.9,NA,46822,2021-03-01,1329391,0.03522063862324929
Cantabria,55725,2900,9900,NA,68525,59144,86.3,NA,20433,2021-03-01,582905,0.03505373946011786
Castilla y León,246585,13500,40800,NA,300885,257479,85.6,NA,89946,2021-03-01,2394918,0.037557027004682414
Castilla-La Mancha,167175,9200,34800,NA,211175,162939,77.2,NA,68732,2021-03-01,2045221,0.03360614818643071
Cataluña,570410,31400,132700,NA,734510,650327,88.5,NA,188109,2021-03-01,7780479,0.02417704616900836
Ceuta,4320,400,1500,NA,6220,6273,100.9,NA,1136,2021-03-01,84202,0.013491366000807583
Comunidad de Madrid,464415,25400,115600,NA,605415,472599,78.1,NA,175205,2021-03-01,6779888,0.025841872314114923
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,60697,86.9,NA,21719,2021-03-01,661197,0.03284800142771368
Comunidad Valenciana,288010,15700,86200,NA,389910,323505,83,NA,102016,2021-03-01,5057353,0.02017181715415159
Extremadura,102455,5400,18100,NA,125955,111006,88.1,NA,39292,2021-03-01,1063987,0.03692902262903588
Galicia,179125,9800,46100,NA,235025,217795,92.7,NA,58891,2021-03-01,2701819,0.021796796898681962
Islas Baleares,56520,3200,19900,NA,79620,61342,77,NA,21950,2021-03-01,1171543,0.01873597469320375
Islas Canarias,129840,7000,37100,NA,173940,146120,84,NA,51446,2021-03-01,2175952,0.023642984771722907
La Rioja,28145,1400,5400,NA,34945,27386,78.4,NA,9205,2021-03-01,319914,0.028773357839919477
Melilla,3150,400,1500,NA,5050,4710,93.3,NA,1267,2021-03-01,87076,0.01455050760255409
País Vasco,148410,7900,37900,NA,194210,127629,65.7,NA,47492,2021-03-01,2220504,0.021387937153006704
Principado de Asturias,112055,6300,17400,NA,135755,117129,86.3,NA,39215,2021-03-01,1018784,0.03849196689386563
Región de Murcia,121235,6600,25700,NA,153535,123364,80.3,NA,50233,2021-03-01,1511251,0.03323934938670016
Andalucía,662310,36300,144200,NA,842810,774701,91.9,NA,228829,2021-03-02,8464411,0.02703424963650749
Aragón,112635,6300,22600,NA,141535,131441,92.9,NA,46898,2021-03-02,1329391,0.035277807657792176
Cantabria,55725,2900,9900,NA,68525,59968,87.5,NA,20584,2021-03-02,582905,0.035312786817749034
Castilla y León,246585,13500,40800,NA,300885,263681,87.6,NA,90732,2021-03-02,2394918,0.037885221957495
Castilla-La Mancha,167175,9200,34800,NA,211175,164826,78.1,NA,69232,2021-03-02,2045221,0.03385062054418569
Cataluña,570410,31400,132700,NA,734510,657774,89.6,NA,188818,2021-03-02,7780479,0.0242681716639811
Ceuta,4320,400,1500,NA,6220,6334,101.8,NA,1195,2021-03-02,84202,0.01419206194627206
Comunidad de Madrid,464415,25400,115600,NA,605415,509698,84.2,NA,175666,2021-03-02,6779888,0.02590986753763484
Comunidad Foral de Navarra,55725,2900,11200,NA,69825,62070,88.9,NA,21992,2021-03-02,661197,0.033260888963501045
Comunidad Valenciana,288010,15700,86200,NA,389910,323505,83,NA,102016,2021-03-02,5057353,0.02017181715415159
Extremadura,102455,5400,18100,NA,125955,112229,89.1,NA,39580,2021-03-02,1063987,0.03719970262794564
Galicia,179125,9800,46100,NA,235025,223906,95.3,NA,58919,2021-03-02,2701819,0.021807160287199104
Islas Baleares,56520,3200,19900,NA,79620,61659,77.4,NA,22161,2021-03-02,1171543,0.018916079051302426
Islas Canarias,129840,7000,37100,NA,173940,148158,85.2,NA,51479,2021-03-02,2175952,0.023658150547438545
La Rioja,28145,1400,5400,NA,34945,28978,82.9,NA,9280,2021-03-02,319914,0.02900779584513338
Melilla,3150,400,1500,NA,5050,4984,98.7,NA,1276,2021-03-02,87076,0.014653865588681153
País Vasco,148410,7900,37900,NA,194210,131551,67.7,NA,48052,2021-03-02,2220504,0.02164013215017852
Principado de Asturias,112055,6300,17400,NA,135755,118737,87.5,NA,39435,2021-03-02,1018784,0.0387079106071552
Región de Murcia,121235,6600,25700,NA,153535,124534,81.1,NA,50556,2021-03-02,1511251,0.033453079600939885
Andalucía,739530,73300,208600,NA,1021430,796930,78,NA,233434,2021-03-03,8464411,0.02757829221667048
Aragón,130185,12600,32700,NA,175485,134040,76.4,NA,47125,2021-03-03,1329391,0.03544856253728211
Cantabria,62745,5900,14300,NA,82945,62843,75.8,NA,20584,2021-03-03,582905,0.035312786817749034
Castilla y León,285195,27300,59000,NA,371495,272552,73.4,NA,93024,2021-03-03,2394918,0.03884224846111641
Castilla-La Mancha,190575,18600,50400,NA,259575,169166,65.2,NA,70132,2021-03-03,2045221,0.034290670788144656
Cataluña,651140,63400,191900,NA,906440,676590,74.6,NA,189899,2021-03-03,7780479,0.024407109125286503
Ceuta,5490,600,2200,NA,8290,6435,77.6,NA,1290,2021-03-03,84202,0.015320301180494525
Comunidad de Madrid,529935,51300,167200,NA,748435,539372,72.1,NA,176399,2021-03-03,6779888,0.026017981417982127
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,63690,75.1,NA,22386,2021-03-03,661197,0.03385677793456413
Comunidad Valenciana,340660,31700,124700,NA,497060,349392,70.3,NA,105717,2021-03-03,5057353,0.020903622903127386
Extremadura,115325,10900,26200,NA,152425,116392,76.4,NA,40517,2021-03-03,1063987,0.03808035248550969
Galicia,222415,19900,66700,NA,309015,233345,75.5,NA,59133,2021-03-03,2701819,0.021886366185151558
Islas Baleares,65880,6500,28800,NA,101180,62033,61.3,NA,22426,2021-03-03,1171543,0.01914227646787186
Islas Canarias,148560,14300,53700,NA,216560,157037,72.5,NA,53582,2021-03-03,2175952,0.024624624072589838
La Rioja,31655,2700,7800,NA,42155,29849,70.8,NA,9295,2021-03-03,319914,0.02905468344617616
Melilla,4320,600,2200,NA,7120,5127,72,NA,1276,2021-03-03,87076,0.014653865588681153
País Vasco,177660,16000,54800,NA,248460,136036,54.8,NA,48576,2021-03-03,2220504,0.02187611461181786
Principado de Asturias,128435,12700,25200,NA,166335,121707,73.2,NA,41196,2021-03-03,1018784,0.040436441875804884
Región de Murcia,134105,13400,37200,NA,184705,126784,68.6,NA,51011,2021-03-03,1511251,0.033754154670534546
Andalucía,739530,73300,208600,NA,1021430,834477,81.7,NA,238150,2021-03-04,8464411,0.028135448526778767
Aragón,130185,12600,32700,NA,175485,141997,80.9,NA,47837,2021-03-04,1329391,0.03598414612405229
Cantabria,62745,5900,14300,NA,82945,64535,77.8,NA,20620,2021-03-04,582905,0.03537454645268097
Castilla y León,285195,27300,59000,NA,371495,281825,75.9,NA,94983,2021-03-04,2394918,0.039660230538164566
Castilla-La Mancha,190575,18600,50400,NA,259575,176604,68,NA,71181,2021-03-04,2045221,0.034803573794714604
Cataluña,651140,63400,191900,NA,906440,676590,74.6,NA,189899,2021-03-04,7780479,0.024407109125286503
Ceuta,5490,600,2200,NA,8290,6435,77.6,NA,1290,2021-03-04,84202,0.015320301180494525
Comunidad de Madrid,529935,51300,167200,NA,748435,572673,76.5,NA,176865,2021-03-04,6779888,0.02608671411681137
Comunidad Foral de Navarra,62745,5900,16200,NA,84845,66248,78.1,NA,22894,2021-03-04,661197,0.034625081481010955
Comunidad Valenciana,340660,31700,124700,NA,497060,370712,74.6,NA,109409,2021-03-04,5057353,0.021633649065034614
Extremadura,115325,10900,26200,NA,152425,121286,79.6,NA,41663,2021-03-04,1063987,0.03915743331450478
Galicia,222415,19900,66700,NA,309015,244212,79,NA,62083,2021-03-04,2701819,0.022978223189636316
Islas Baleares,65880,6500,28800,NA,101180,73188,72.3,NA,23287,2021-03-04,1171543,0.01987720467793329
Islas Canarias,148560,14300,53700,NA,216560,162363,75,NA,54121,2021-03-04,2175952,0.02487233174261197
La Rioja,31655,2700,7800,NA,42155,30675,72.8,NA,9743,2021-03-04,319914,0.03045505979732053
Melilla,4320,600,2200,NA,7120,5228,73.4,NA,1276,2021-03-04,87076,0.014653865588681153
País Vasco,177660,16000,54800,NA,248460,144966,58.3,NA,50194,2021-03-04,2220504,0.022604778014360703
Principado de Asturias,128435,12700,25200,NA,166335,124940,75.1,NA,42300,2021-03-04,1018784,0.04152008669158526
Región de Murcia,134105,13400,37200,NA,184705,130138,70.5,NA,51118,2021-03-04,1511251,0.033824956939648015
Andalucía,739530,73300,208600,NA,1021430,878194,86,NA,244049,2021-03-05,8464411,0.028832366481259003
