Comunidad,Pfizer,Moderna,AstraZeneca,Janssen,Entregadas,Administradas,PercAdministradas,Personas1Dosis,Personas2Dosis,fecha,Poblacion,percvacunados
Ceuta,5490,600,3100,NA,9190,8262,89.9,NA,2443,2021-03-10,84202,2.9
Comunidad de Madrid,598965,51300,243100,NA,893365,694100,77.7,NA,183217,2021-03-10,6779888,2.7
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,74743,75.3,NA,24805,2021-03-10,661197,3.75
Comunidad Valenciana,395650,31700,181300,NA,608650,436903,71.8,NA,124344,2021-03-10,5057353,2.46
España,4567095,387600,1700500,NA,6655195,4989505,74.97,NA,1447838,2021-03-10,47450795,3.05
Extremadura,129365,10900,38100,NA,178365,135670,76.1,NA,47250,2021-03-10,1063987,4.44
Galicia,268045,19900,96900,NA,384845,289261,75.2,NA,77121,2021-03-10,2701819,2.85
Islas Baleares,76410,6500,41900,NA,124810,89104,71.4,NA,24786,2021-03-10,1171543,2.12
Islas Canarias,167280,14300,78000,NA,259580,186871,72,NA,57004,2021-03-10,2175952,2.62
La Rioja,36335,2700,11400,NA,50435,38243,75.8,NA,11595,2021-03-10,319914,3.62
Melilla,4320,600,3100,NA,8020,6558,81.8,NA,1953,2021-03-10,87076,2.24
País Vasco,208080,16000,79600,NA,303680,189949,62.5,NA,55272,2021-03-10,2220504,2.49
Principado de Asturias,144815,12700,36600,NA,194115,140785,72.5,NA,45877,2021-03-10,1018784,4.5
Región de Murcia,148145,13400,54100,NA,215645,151449,70.2,NA,51633,2021-03-10,1511251,3.42
Andalucía,820260,73300,303300,NA,1196860,1000998,83.6,NA,292741,2021-03-11,8464411,3.46
Aragón,147735,12600,47600,NA,207935,166351,80,NA,53228,2021-03-11,1329391,4
Cantabria,70935,5900,20800,NA,97635,72537,74.3,NA,22624,2021-03-11,582905,3.88
Castilla y León,324975,27300,85800,NA,438075,339992,77.6,NA,110038,2021-03-11,2394918,4.59
Castilla-La Mancha,215145,18600,73300,NA,307045,223931,72.9,NA,76016,2021-03-11,2045221,3.72
Cataluña,735380,63400,278900,NA,1077680,835931,77.6,NA,218613,2021-03-11,7780479,2.81
Ceuta,5490,600,3100,NA,9190,8571,93.3,NA,2533,2021-03-11,84202,3.01
Comunidad de Madrid,598965,51300,243100,NA,893365,720674,80.7,NA,186482,2021-03-11,6779888,2.75
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,75059,75.6,NA,24831,2021-03-11,661197,3.76
Comunidad Valenciana,395650,31700,181300,NA,608650,448396,73.7,NA,130387,2021-03-11,5057353,2.58
España,4567095,387600,1700500,NA,6655195,5172106,77.72,NA,1503258,2021-03-11,47450795,3.17
Extremadura,129365,10900,38100,NA,178365,140186,78.6,NA,48662,2021-03-11,1063987,4.57
Galicia,268045,19900,96900,NA,384845,299544,77.8,NA,79330,2021-03-11,2701819,2.94
Islas Baleares,76410,6500,41900,NA,124810,95435,76.5,NA,26495,2021-03-11,1171543,2.26
Islas Canarias,167280,14300,78000,NA,259580,194364,74.9,NA,58482,2021-03-11,2175952,2.69
La Rioja,36335,2700,11400,NA,50435,40431,80.2,NA,12357,2021-03-11,319914,3.86
Melilla,4320,600,3100,NA,8020,6851,85.4,NA,2022,2021-03-11,87076,2.32
País Vasco,208080,16000,79600,NA,303680,200677,66.1,NA,57875,2021-03-11,2220504,2.61
Principado de Asturias,144815,12700,36600,NA,194115,145833,75.1,NA,48210,2021-03-11,1018784,4.73
Región de Murcia,148145,13400,54100,NA,215645,156345,72.5,NA,52332,2021-03-11,1511251,3.46
Andalucía,820260,73300,303300,NA,1196860,1046334,87.4,NA,322619,2021-03-12,8464411,3.81
Aragón,147735,12600,47600,NA,207935,173511,83.4,NA,55708,2021-03-12,1329391,4.19
Cantabria,70935,5900,20800,NA,97635,74747,76.6,NA,23571,2021-03-12,582905,4.04
Castilla y León,324975,27300,85800,NA,438075,353400,80.7,NA,114957,2021-03-12,2394918,4.8
Castilla-La Mancha,215145,18600,73300,NA,307045,231247,75.3,NA,78222,2021-03-12,2045221,3.82
Cataluña,735380,63400,278900,NA,1077680,857036,79.5,NA,227178,2021-03-12,7780479,2.92
Ceuta,5490,600,3100,NA,9190,8998,97.9,NA,2533,2021-03-12,84202,3.01
Comunidad de Madrid,598965,51300,243100,NA,893365,743606,83.2,NA,190518,2021-03-12,6779888,2.81
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,75449,76,NA,24831,2021-03-12,661197,3.76
Comunidad Valenciana,395650,31700,181300,NA,608650,465589,76.5,NA,143105,2021-03-12,5057353,2.83
España,4567095,387600,1700500,NA,6655195,5352767,80.43,NA,1583244,2021-03-12,47450795,3.34
Extremadura,129365,10900,38100,NA,178365,144537,81,NA,50636,2021-03-12,1063987,4.76
Galicia,268045,19900,96900,NA,384845,311089,80.8,NA,81598,2021-03-12,2701819,3.02
Islas Baleares,76410,6500,41900,NA,124810,101587,81.4,NA,28759,2021-03-12,1171543,2.45
Islas Canarias,167280,14300,78000,NA,259580,200954,77.4,NA,60515,2021-03-12,2175952,2.78
La Rioja,36335,2700,11400,NA,50435,42025,83.3,NA,12638,2021-03-12,319914,3.95
Melilla,4320,600,3100,NA,8020,7178,89.5,NA,2092,2021-03-12,87076,2.4
País Vasco,208080,16000,79600,NA,303680,200677,66.1,NA,57875,2021-03-12,2220504,2.61
Principado de Asturias,144815,12700,36600,NA,194115,150737,77.7,NA,51231,2021-03-12,1018784,5.03
Región de Murcia,148145,13400,54100,NA,215645,164066,76.1,NA,54658,2021-03-12,1511251,3.62
Andalucía,820260,73300,303300,NA,1196860,1098755,91.8,NA,356888,2021-03-15,8464411,4.22
Aragón,147735,12600,47600,NA,207935,180393,86.8,NA,58473,2021-03-15,1329391,4.4
Cantabria,70935,5900,20800,NA,97635,77788,79.7,NA,25052,2021-03-15,582905,4.3
Castilla y León,324975,27300,85800,NA,438075,370986,84.7,NA,121726,2021-03-15,2394918,5.08
Castilla-La Mancha,215145,18600,73300,NA,307045,236652,77.1,NA,79440,2021-03-15,2045221,3.88
Cataluña,735380,63400,278900,NA,1077680,887751,82.4,NA,242309,2021-03-15,7780479,3.11
Ceuta,5490,600,3100,NA,9190,9278,101,NA,2533,2021-03-15,84202,3.01
Comunidad de Madrid,598965,51300,243100,NA,893365,779306,87.2,NA,195455,2021-03-15,6779888,2.88
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,84981,85.6,NA,27530,2021-03-15,661197,4.16
Comunidad Valenciana,395650,31700,181300,NA,608650,480454,78.9,NA,153418,2021-03-15,5057353,3.03
España,4567095,387600,1700500,NA,6655195,5644895,84.82,NA,1693674,2021-03-15,47450795,3.57
Extremadura,129365,10900,38100,NA,178365,148614,83.3,NA,52819,2021-03-15,1063987,4.96
Galicia,268045,19900,96900,NA,384845,338334,87.9,NA,89140,2021-03-15,2701819,3.3
Islas Baleares,76410,6500,41900,NA,124810,108484,86.9,NA,31152,2021-03-15,1171543,2.66
Islas Canarias,167280,14300,78000,NA,259580,215260,82.9,NA,63662,2021-03-15,2175952,2.93
La Rioja,36335,2700,11400,NA,50435,45403,90,NA,13182,2021-03-15,319914,4.12
Melilla,4320,600,3100,NA,8020,7374,91.9,NA,2283,2021-03-15,87076,2.62
País Vasco,208080,16000,79600,NA,303680,234455,77.2,NA,64502,2021-03-15,2220504,2.9
Principado de Asturias,144815,12700,36600,NA,194115,163493,84.2,NA,56507,2021-03-15,1018784,5.55
Región de Murcia,148145,13400,54100,NA,215645,177134,82.1,NA,57603,2021-03-15,1511251,3.81
Andalucía,820260,73300,303300,NA,1196860,1113414,93,NA,363191,2021-03-16,8464411,4.29
Aragón,147735,12600,47600,NA,207935,182899,88,NA,58794,2021-03-16,1329391,4.42
Cantabria,70935,5900,20800,NA,97635,79283,81.2,NA,25897,2021-03-16,582905,4.44
Castilla y León,324975,27300,85800,NA,438075,380228,86.8,NA,124889,2021-03-16,2394918,5.21
Castilla-La Mancha,215145,18600,73300,NA,307045,239085,77.9,NA,80114,2021-03-16,2045221,3.92
Cataluña,735380,63400,278900,NA,1077680,899255,83.4,NA,246018,2021-03-16,7780479,3.16
Ceuta,5490,600,3100,NA,9190,9278,101,NA,2533,2021-03-16,84202,3.01
Comunidad de Madrid,598965,51300,243100,NA,893365,792291,88.7,NA,199142,2021-03-16,6779888,2.94
Comunidad Foral de Navarra,69765,5900,23600,NA,99265,86471,87.1,NA,28229,2021-03-16,661197,4.27
Comunidad Valenciana,395650,31700,181300,NA,608650,486767,80,NA,154732,2021-03-16,5057353,3.06
España,4567095,387600,1700500,NA,6655195,5742218,86.28,NA,1728537,2021-03-16,47450795,3.64
Extremadura,129365,10900,38100,NA,178365,151027,84.7,NA,53832,2021-03-16,1063987,5.06
Galicia,268045,19900,96900,NA,384845,350571,91.1,NA,95809,2021-03-16,2701819,3.55
Islas Baleares,76410,6500,41900,NA,124810,110608,88.6,NA,31322,2021-03-16,1171543,2.67
Islas Canarias,167280,14300,78000,NA,259580,219594,84.6,NA,65658,2021-03-16,2175952,3.02
La Rioja,36335,2700,11400,NA,50435,46881,93,NA,14058,2021-03-16,319914,4.39
Melilla,4320,600,3100,NA,8020,7682,95.8,NA,2370,2021-03-16,87076,2.72
País Vasco,208080,16000,79600,NA,303680,240162,79.1,NA,65625,2021-03-16,2220504,2.96
Principado de Asturias,144815,12700,36600,NA,194115,166072,85.6,NA,58343,2021-03-16,1018784,5.73
Región de Murcia,148145,13400,54100,NA,215645,180650,83.8,NA,57981,2021-03-16,1511251,3.84
Andalucía,899820,111200,343800,NA,1354820,1135990,83.8,NA,383206,2021-03-17,8464411,4.53
Aragón,165285,21700,54000,NA,240985,188111,78.1,NA,62676,2021-03-17,1329391,4.71
Cantabria,79125,9700,23600,NA,112425,81573,72.6,NA,28065,2021-03-17,582905,4.81
Castilla y León,364755,47700,97300,NA,509755,389307,76.4,NA,129760,2021-03-17,2394918,5.42
Castilla-La Mancha,239715,31000,83100,NA,353815,245270,69.3,NA,82563,2021-03-17,2045221,4.04
Cataluña,819620,105400,316100,NA,1241120,915213,73.7,NA,260858,2021-03-17,7780479,3.35
Ceuta,5490,900,3500,NA,9890,9278,93.8,NA,2533,2021-03-17,84202,3.01
Comunidad de Madrid,667995,85200,275500,NA,1028695,803199,78.1,NA,203552,2021-03-17,6779888,3
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,87756,77.5,NA,28816,2021-03-17,661197,4.36
Comunidad Valenciana,450640,57800,205400,NA,713840,486769,68.2,NA,154732,2021-03-17,5057353,3.06
España,5106465,650400,1927400,NA,7684265,5857085,76.22,NA,1804615,2021-03-17,47450795,3.8
Extremadura,143405,17800,43200,NA,204405,156742,76.7,NA,57469,2021-03-17,1063987,5.4
Galicia,313675,41400,109800,NA,464875,360302,77.5,NA,102070,2021-03-17,2701819,3.78
Islas Baleares,86940,11100,47500,NA,145540,112889,77.6,NA,31581,2021-03-17,1171543,2.7
Islas Canarias,186000,22900,88400,NA,297300,223811,75.3,NA,69334,2021-03-17,2175952,3.19
La Rioja,41015,4800,12900,NA,58715,47744,81.3,NA,14619,2021-03-17,319914,4.57
Melilla,4320,800,3500,NA,8620,7685,89.2,NA,2371,2021-03-17,87076,2.72
País Vasco,238500,30800,90200,NA,359500,248786,69.2,NA,68401,2021-03-17,2220504,3.08
Principado de Asturias,161195,20700,41500,NA,223395,171655,76.8,NA,63411,2021-03-17,1018784,6.22
Región de Murcia,162185,19800,61300,NA,243285,185005,76,NA,58598,2021-03-17,1511251,3.88
Andalucía,899820,111200,343800,NA,1354820,1163449,85.9,NA,406759,2021-03-18,8464411,4.81
Aragón,165285,21700,54000,NA,240985,194938,80.9,NA,66924,2021-03-18,1329391,5.03
Cantabria,79125,9700,23600,NA,112425,85106,75.7,NA,31378,2021-03-18,582905,5.38
Castilla y León,364755,47700,97300,NA,509755,389307,76.4,NA,129760,2021-03-18,2394918,5.42
Castilla-La Mancha,239715,31000,83100,NA,353815,254487,71.9,NA,86593,2021-03-18,2045221,4.23
Cataluña,819620,105400,316100,NA,1241120,915213,73.7,NA,260858,2021-03-18,7780479,3.35
Ceuta,5490,900,3500,NA,9890,9424,95.3,NA,2541,2021-03-18,84202,3.02
Comunidad de Madrid,667995,85200,275500,NA,1028695,814603,79.2,NA,210252,2021-03-18,6779888,3.1
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,90919,80.3,NA,29319,2021-03-18,661197,4.43
Comunidad Valenciana,450640,57800,205400,NA,713840,530413,74.3,NA,176797,2021-03-18,5057353,3.5
España,5106465,650400,1927400,NA,7684265,5993363,78,NA,1886813,2021-03-18,47450795,3.98
Extremadura,143405,17800,43200,NA,204405,156742,76.7,NA,57469,2021-03-18,1063987,5.4
Galicia,313675,41400,109800,NA,464875,370076,79.6,NA,108250,2021-03-18,2701819,4.01
Islas Baleares,86940,11100,47500,NA,145540,117035,80.4,NA,32845,2021-03-18,1171543,2.8
Islas Canarias,186000,22900,88400,NA,297300,228382,76.8,NA,73061,2021-03-18,2175952,3.36
La Rioja,41015,4800,12900,NA,58715,48465,82.5,NA,15104,2021-03-18,319914,4.72
Melilla,4320,800,3500,NA,8620,7915,91.8,NA,2379,2021-03-18,87076,2.73
País Vasco,238500,30800,90200,NA,359500,254750,70.9,NA,69823,2021-03-18,2220504,3.14
Principado de Asturias,161195,20700,41500,NA,223395,177134,79.3,NA,68103,2021-03-18,1018784,6.68
Región de Murcia,162185,19800,61300,NA,243285,185005,76,NA,58598,2021-03-18,1511251,3.88
Andalucía,899820,111200,343800,NA,1354820,1185021,87.5,NA,420167,2021-03-22,8464411,4.96
Aragón,165285,21700,54000,NA,240985,206488,85.7,NA,72018,2021-03-22,1329391,5.42
Cantabria,79125,9700,23600,NA,112425,90057,80.1,NA,36150,2021-03-22,582905,6.2
Castilla y León,364755,47700,97300,NA,509755,425312,83.4,NA,152775,2021-03-22,2394918,6.38
Castilla-La Mancha,239715,31000,83100,NA,353815,267942,75.7,NA,93690,2021-03-22,2045221,4.58
Cataluña,819620,105400,316100,NA,1241120,1006049,81.1,NA,342038,2021-03-22,7780479,4.4
Ceuta,5490,900,3500,NA,9890,9432,95.4,NA,2542,2021-03-22,84202,3.02
Comunidad de Madrid,667995,85200,275500,NA,1028695,848206,82.5,NA,232389,2021-03-22,6779888,3.43
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,99308,87.7,NA,30828,2021-03-22,661197,4.66
Comunidad Valenciana,450640,57800,205400,NA,713840,560267,78.5,NA,198337,2021-03-22,5057353,3.92
España,5106465,650400,1927400,NA,7684265,6321908,82.27,NA,2110868,2021-03-22,47450795,4.45
Extremadura,143405,17800,43200,NA,204405,170024,83.2,NA,64751,2021-03-22,1063987,6.09
Galicia,313675,41400,109800,NA,464875,385402,82.9,NA,119986,2021-03-22,2701819,4.44
Islas Baleares,86940,11100,47500,NA,145540,124537,85.6,NA,35863,2021-03-22,1171543,3.06
Islas Canarias,186000,22900,88400,NA,297300,237712,80,NA,79378,2021-03-22,2175952,3.65
La Rioja,41015,4800,12900,NA,58715,50050,85.2,NA,16774,2021-03-22,319914,5.24
Melilla,4320,800,3500,NA,8620,8773,101.8,NA,2384,2021-03-22,87076,2.74
País Vasco,238500,30800,90200,NA,359500,262965,73.1,NA,72611,2021-03-22,2220504,3.27
Principado de Asturias,161195,20700,41500,NA,223395,186327,83.4,NA,73510,2021-03-22,1018784,7.22
Región de Murcia,162185,19800,61300,NA,243285,198036,81.4,NA,64677,2021-03-22,1511251,4.28
Andalucía,899820,111200,343800,NA,1354820,1202553,88.8,NA,422339,2021-03-23,8464411,4.99
Aragón,165285,21700,54000,NA,240985,207118,85.9,NA,72085,2021-03-23,1329391,5.42
Cantabria,79125,9700,23600,NA,112425,91015,81,NA,36503,2021-03-23,582905,6.26
Castilla y León,364755,47700,97300,NA,509755,431153,84.6,NA,157258,2021-03-23,2394918,6.57
Castilla-La Mancha,239715,31000,83100,NA,353815,271647,76.8,NA,94751,2021-03-23,2045221,4.63
Cataluña,819620,105400,316100,NA,1241120,1011890,81.5,NA,346521,2021-03-23,7780479,4.45
Ceuta,5490,900,3500,NA,9890,9432,95.4,NA,2542,2021-03-23,84202,3.02
Comunidad de Madrid,667995,85200,275500,NA,1028695,861028,83.7,NA,249222,2021-03-23,6779888,3.68
Comunidad Foral de Navarra,76785,9700,26800,NA,113285,100046,88.3,NA,31120,2021-03-23,661197,4.71
Comunidad Valenciana,450640,57800,205400,NA,713840,569061,79.7,NA,201548,2021-03-23,5057353,3.99
España,5106465,650400,1927400,NA,7684265,6409196,83.41,NA,2156598,2021-03-23,47450795,4.54
Extremadura,143405,17800,43200,NA,204405,171479,83.9,NA,65591,2021-03-23,1063987,6.16
Galicia,313675,41400,109800,NA,464875,392134,84.4,NA,123545,2021-03-23,2701819,4.57
Islas Baleares,86940,11100,47500,NA,145540,124791,85.7,NA,35918,2021-03-23,1171543,3.07
Islas Canarias,186000,22900,88400,NA,297300,241508,81.2,NA,81868,2021-03-23,2175952,3.76
La Rioja,41015,4800,12900,NA,58715,50952,86.8,NA,17549,2021-03-23,319914,5.49
Melilla,4320,800,3500,NA,8620,8937,103.7,NA,2387,2021-03-23,87076,2.74
País Vasco,238500,30800,90200,NA,359500,277455,77.2,NA,75513,2021-03-23,2220504,3.4
Principado de Asturias,161195,20700,41500,NA,223395,187429,83.9,NA,74197,2021-03-23,1018784,7.28
Región de Murcia,162185,19800,61300,NA,243285,199568,82,NA,66141,2021-03-23,1511251,4.38
Andalucía,999270,111200,361600,NA,1472070,1258375,85.5,NA,455368,2021-03-24,8464411,5.38
Aragón,187515,21700,56800,NA,266015,211426,79.5,NA,74363,2021-03-24,1329391,5.59
Cantabria,88485,9700,24800,NA,122985,94153,76.6,NA,39010,2021-03-24,582905,6.69
Castilla y León,413895,47700,102400,NA,563995,441559,78.3,NA,163995,2021-03-24,2394918,6.85
Castilla-La Mancha,270135,31000,87400,NA,388535,278619,71.7,NA,98356,2021-03-24,2045221,4.81
Cataluña,923750,105400,332500,NA,1361650,1027370,75.5,NA,356766,2021-03-24,7780479,4.59
Ceuta,6660,900,3700,NA,11260,9457,84,NA,2566,2021-03-24,84202,3.05
Comunidad de Madrid,753405,85200,289800,NA,1128405,888776,78.8,NA,268775,2021-03-24,6779888,3.96
Comunidad Foral de Navarra,86145,9700,28200,NA,124045,102407,82.6,NA,32024,2021-03-24,661197,4.84
Comunidad Valenciana,518500,57800,216100,NA,792400,590395,74.5,NA,215050,2021-03-24,5057353,4.25
España,5778045,650400,2027400,NA,8455845,6604316,78.1,NA,2271575,2021-03-24,47450795,4.79
Extremadura,160955,17800,45400,NA,224155,174734,78,NA,67578,2021-03-24,1063987,6.35
Galicia,369835,41400,115500,NA,526735,405300,76.9,NA,130338,2021-03-24,2701819,4.82
Islas Baleares,99810,11100,49900,NA,160810,125552,78.1,NA,36060,2021-03-24,1171543,3.08
